age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,previous,term_deposit
46,self-employed,married,secondary,0,0,0,1,telephone,21-31,Q3,150,2,0,0
31,entrepreneur,married,secondary,0,10,1,1,cellular,21-31,Q3,13,9,0,0
28,technician,single,tertiary,0,1628,1,0,cellular,21-31,Q3,1422,2,0,1
38,services,married,secondary,0,311,0,1,cellular,21-31,Q3,114,12,0,0
47,management,married,tertiary,0,19,0,0,cellular,21-31,Q3,186,2,0,0
59,management,married,tertiary,0,2365,0,1,telephone,21-31,Q3,159,4,0,0
34,services,divorced,secondary,0,380,1,1,cellular,21-31,Q3,102,2,0,0
38,entrepreneur,married,primary,0,21,1,0,cellular,21-31,Q3,65,4,0,0
32,services,married,secondary,1,-220,1,1,cellular,21-31,Q3,123,2,0,0
27,technician,single,tertiary,0,372,1,1,cellular,21-31,Q3,728,2,0,1
33,services,single,secondary,0,310,1,0,cellular,21-31,Q3,43,7,0,0
36,services,single,secondary,0,14,1,0,cellular,21-31,Q3,320,3,0,0
51,management,married,tertiary,0,-15,0,0,cellular,21-31,Q3,212,2,0,0
30,technician,married,tertiary,0,179,1,0,cellular,21-31,Q3,111,2,0,0
39,services,married,secondary,0,2,1,0,cellular,21-31,Q3,174,10,0,0
37,technician,single,tertiary,0,2642,1,0,cellular,21-31,Q3,591,3,0,0
25,services,single,secondary,0,156,1,1,cellular,21-31,Q3,602,5,0,0
43,entrepreneur,married,tertiary,0,11532,1,0,telephone,21-31,Q3,58,1,0,0
49,blue-collar,single,primary,0,566,1,0,cellular,21-31,Q3,979,2,0,1
27,technician,married,secondary,0,0,1,1,cellular,21-31,Q3,190,2,0,0
39,entrepreneur,married,primary,0,13930,1,0,cellular,21-31,Q3,337,2,0,0
28,technician,single,secondary,0,799,1,0,cellular,21-31,Q3,295,1,0,0
53,blue-collar,married,primary,0,343,1,0,cellular,21-31,Q3,616,5,0,1
27,blue-collar,single,secondary,0,137,0,1,cellular,21-31,Q3,359,1,0,0
37,management,married,tertiary,0,4039,0,1,cellular,21-31,Q3,106,2,0,0
30,management,single,tertiary,0,5074,1,0,cellular,21-31,Q3,153,2,0,0
32,technician,single,secondary,0,26,0,1,cellular,21-31,Q3,110,1,0,0
29,services,married,tertiary,0,-62,1,1,cellular,21-31,Q3,126,1,0,0
25,services,married,secondary,0,-282,1,1,cellular,21-31,Q3,198,1,0,0
35,technician,single,secondary,0,2471,1,1,cellular,21-31,Q3,136,5,0,0
32,blue-collar,married,secondary,1,-49,1,0,cellular,21-31,Q3,173,8,0,0
35,services,single,secondary,0,11,1,0,cellular,21-31,Q3,294,1,0,0
50,admin.,divorced,secondary,0,556,1,0,cellular,21-31,Q3,305,1,0,0
32,management,married,tertiary,0,3107,1,1,cellular,21-31,Q3,310,1,0,0
26,technician,single,secondary,0,941,0,1,cellular,21-31,Q3,784,1,0,1
51,blue-collar,married,primary,0,1080,0,1,cellular,21-31,Q3,110,1,0,0
27,services,single,primary,0,140,1,1,cellular,21-31,Q3,361,1,0,0
37,services,married,secondary,0,775,0,1,cellular,21-31,Q3,1000,1,0,1
34,blue-collar,single,secondary,0,1759,0,1,cellular,21-31,Q3,695,1,0,1
34,admin.,married,secondary,0,2,1,0,cellular,21-31,Q3,137,11,0,0
26,self-employed,married,secondary,1,254,1,1,cellular,21-31,Q3,335,1,0,0
30,blue-collar,single,secondary,0,3,1,0,cellular,21-31,Q3,51,1,0,0
33,admin.,married,secondary,0,82,1,0,cellular,21-31,Q3,735,1,0,1
50,technician,married,secondary,0,59,1,0,cellular,21-31,Q3,57,5,0,0
57,entrepreneur,married,tertiary,0,1681,0,0,cellular,21-31,Q3,159,1,0,0
57,entrepreneur,married,secondary,1,-525,0,1,cellular,21-31,Q3,337,1,0,0
38,housemaid,married,primary,1,0,0,0,cellular,21-31,Q3,267,1,0,0
27,technician,single,secondary,0,41,1,1,cellular,21-31,Q3,803,1,0,0
27,technician,single,secondary,0,3485,0,1,cellular,21-31,Q3,282,2,0,0
25,services,single,secondary,0,368,0,0,telephone,21-31,Q3,168,1,0,0
46,management,single,tertiary,0,502,0,0,cellular,21-31,Q3,18,2,0,0
44,technician,single,primary,0,237,1,0,cellular,21-31,Q3,54,1,0,0
30,unemployed,married,tertiary,0,4696,1,0,cellular,21-31,Q3,172,1,0,0
39,technician,married,secondary,0,355,0,0,cellular,21-31,Q3,132,1,0,0
30,blue-collar,single,secondary,0,297,1,0,cellular,21-31,Q3,218,1,0,0
31,blue-collar,married,secondary,0,-723,1,0,cellular,21-31,Q3,112,2,0,0
35,management,divorced,tertiary,0,1723,1,0,cellular,21-31,Q3,862,1,0,1
30,blue-collar,single,primary,0,3195,1,1,cellular,21-31,Q3,134,1,0,0
31,management,married,tertiary,0,430,1,0,cellular,21-31,Q3,137,16,0,0
29,self-employed,single,tertiary,0,162,0,1,cellular,21-31,Q3,324,1,0,0
47,management,married,tertiary,0,-488,1,0,cellular,21-31,Q3,65,5,0,0
30,admin.,single,secondary,0,-635,0,0,cellular,21-31,Q3,250,1,0,0
53,management,married,tertiary,0,5261,0,1,cellular,21-31,Q3,1209,3,0,0
29,management,married,tertiary,0,5698,0,0,cellular,21-31,Q3,198,1,0,0
50,blue-collar,married,primary,0,-454,1,0,telephone,21-31,Q3,241,1,0,0
51,admin.,divorced,secondary,0,74,1,0,cellular,21-31,Q3,79,2,0,0
42,blue-collar,married,primary,0,5,1,0,cellular,21-31,Q3,112,2,0,0
35,management,married,tertiary,0,0,1,1,cellular,21-31,Q3,86,4,0,0
30,technician,married,secondary,0,-280,1,0,cellular,21-31,Q3,246,2,0,0
32,admin.,married,tertiary,0,176,1,0,cellular,21-31,Q3,50,1,0,0
58,blue-collar,married,secondary,0,144,0,1,cellular,21-31,Q3,71,2,0,0
30,admin.,married,secondary,0,60,0,1,cellular,21-31,Q3,61,2,0,0
28,management,single,tertiary,0,1466,1,0,cellular,21-31,Q3,40,1,0,0
27,student,single,tertiary,0,1,0,0,cellular,21-31,Q3,73,1,0,0
42,management,married,tertiary,0,3841,1,0,cellular,21-31,Q3,720,2,0,0
26,technician,married,tertiary,0,233,1,0,cellular,21-31,Q3,175,1,0,0
35,management,single,tertiary,0,48,1,1,cellular,21-31,Q3,226,1,0,0
45,management,married,tertiary,0,634,1,0,cellular,21-31,Q3,227,1,0,0
49,technician,divorced,secondary,0,-54,1,1,cellular,21-31,Q3,214,1,0,0
36,management,single,tertiary,0,142,1,0,cellular,21-31,Q3,571,1,0,0
41,entrepreneur,married,secondary,0,2959,1,0,telephone,21-31,Q3,110,1,0,0
25,blue-collar,married,secondary,0,59,1,0,cellular,21-31,Q3,246,1,0,0
33,management,married,primary,0,91,0,1,cellular,21-31,Q3,113,3,0,0
31,services,single,tertiary,0,10122,1,0,cellular,21-31,Q3,63,1,0,0
43,blue-collar,married,secondary,0,57,1,0,cellular,21-31,Q3,188,5,0,0
31,services,married,secondary,0,395,0,0,cellular,21-31,Q3,174,3,0,0
45,management,married,tertiary,0,766,1,0,telephone,21-31,Q3,59,15,0,0
45,blue-collar,married,secondary,0,79,1,0,cellular,21-31,Q3,98,1,0,0
41,admin.,single,secondary,0,0,0,0,telephone,21-31,Q3,286,2,0,0
54,blue-collar,married,primary,0,95,0,0,cellular,21-31,Q3,302,1,0,0
34,blue-collar,married,secondary,0,765,0,0,cellular,21-31,Q3,238,1,0,0
25,blue-collar,married,secondary,0,2,1,0,cellular,21-31,Q3,102,2,0,0
36,admin.,single,secondary,0,191,1,0,cellular,21-31,Q3,18,7,0,0
47,blue-collar,married,primary,0,830,0,1,cellular,21-31,Q3,795,1,0,0
51,retired,married,primary,0,1495,0,0,telephone,21-31,Q3,1946,4,0,1
38,technician,single,secondary,0,294,0,1,cellular,21-31,Q3,172,2,0,0
40,entrepreneur,married,secondary,0,0,1,0,cellular,21-31,Q3,560,1,0,0
53,services,married,secondary,0,1364,0,0,cellular,21-31,Q3,77,1,0,0
32,blue-collar,divorced,primary,0,380,0,0,cellular,21-31,Q3,48,2,0,0
59,retired,married,primary,0,-182,0,1,cellular,21-31,Q3,153,1,0,0
29,blue-collar,married,primary,0,410,0,1,telephone,21-31,Q3,297,2,0,0
48,self-employed,divorced,tertiary,0,103,0,1,cellular,21-31,Q3,135,1,0,0
48,services,married,secondary,0,622,1,0,cellular,21-31,Q3,95,1,0,0
53,housemaid,married,secondary,0,559,1,0,telephone,21-31,Q3,182,1,0,0
35,blue-collar,married,primary,0,305,1,0,cellular,21-31,Q3,168,2,0,0
36,housemaid,married,tertiary,0,147,1,1,cellular,21-31,Q3,1269,1,0,0
52,retired,married,secondary,0,5423,0,1,cellular,21-31,Q3,102,1,0,0
58,retired,married,secondary,0,992,0,0,cellular,21-31,Q3,46,1,0,0
34,technician,divorced,secondary,0,675,0,0,cellular,21-31,Q3,81,2,0,0
39,self-employed,married,tertiary,0,1492,1,0,cellular,21-31,Q3,1106,1,0,0
30,blue-collar,divorced,primary,0,-242,0,1,cellular,21-31,Q3,124,2,0,0
54,management,divorced,tertiary,0,2079,0,1,cellular,21-31,Q3,217,1,0,0
29,blue-collar,married,secondary,0,9,1,0,cellular,21-31,Q3,236,8,0,0
54,management,single,tertiary,0,3294,1,0,cellular,21-31,Q3,132,5,0,0
37,management,married,tertiary,0,287,1,0,cellular,21-31,Q3,94,2,0,0
47,services,divorced,secondary,0,-116,0,1,cellular,21-31,Q3,160,3,0,0
37,housemaid,married,secondary,0,589,1,0,cellular,21-31,Q3,335,2,0,0
46,technician,married,secondary,0,-220,1,0,cellular,21-31,Q3,203,1,0,0
42,blue-collar,married,secondary,0,0,1,0,cellular,21-31,Q3,184,2,0,0
47,management,married,primary,0,2793,1,0,telephone,21-31,Q3,102,4,0,0
32,self-employed,single,secondary,0,1259,0,0,cellular,21-31,Q3,184,2,0,0
30,technician,married,tertiary,0,71,1,0,cellular,21-31,Q3,800,2,0,0
40,blue-collar,married,secondary,0,0,0,0,cellular,21-31,Q3,96,2,0,0
27,services,single,secondary,0,139,0,0,cellular,21-31,Q3,165,3,0,0
36,entrepreneur,married,secondary,0,1412,1,1,cellular,21-31,Q3,226,1,0,0
40,management,divorced,tertiary,0,205,0,0,cellular,21-31,Q3,357,1,0,0
33,services,married,secondary,1,-319,1,0,cellular,21-31,Q3,142,1,0,0
37,services,divorced,secondary,0,652,0,0,cellular,21-31,Q3,177,2,0,0
32,admin.,married,secondary,0,0,0,0,cellular,21-31,Q3,209,1,0,0
39,housemaid,married,secondary,0,1444,0,0,telephone,21-31,Q3,362,8,0,1
25,admin.,single,secondary,0,0,0,1,cellular,21-31,Q3,49,1,0,0
52,admin.,married,secondary,0,473,1,0,cellular,21-31,Q3,135,2,0,0
32,admin.,married,secondary,0,2,1,0,cellular,21-31,Q3,132,5,0,0
30,technician,divorced,tertiary,0,317,1,0,cellular,21-31,Q3,67,5,0,0
57,management,married,tertiary,0,4185,1,0,telephone,21-31,Q3,394,2,0,0
36,management,married,tertiary,0,612,0,0,cellular,21-31,Q3,153,2,0,0
34,technician,single,secondary,0,318,0,1,cellular,21-31,Q3,239,5,0,0
25,technician,single,secondary,0,1036,1,0,cellular,21-31,Q3,337,2,0,0
56,housemaid,married,primary,0,871,0,0,telephone,21-31,Q3,149,1,0,0
54,housemaid,married,secondary,0,209,1,1,cellular,21-31,Q3,97,1,0,0
59,retired,married,secondary,0,5706,1,0,cellular,21-31,Q3,471,2,0,0
48,management,married,tertiary,0,4006,0,0,cellular,21-31,Q3,51,4,0,0
39,management,divorced,tertiary,0,1555,1,0,cellular,21-31,Q3,796,1,0,0
55,blue-collar,married,primary,0,2490,0,0,telephone,21-31,Q3,106,3,0,0
43,blue-collar,married,secondary,0,1343,1,1,cellular,21-31,Q3,211,2,0,0
39,technician,married,secondary,0,-709,1,0,cellular,21-31,Q3,311,6,0,0
47,housemaid,married,secondary,0,4397,1,0,cellular,21-31,Q3,110,1,0,0
57,management,married,secondary,0,262,0,0,cellular,21-31,Q3,276,1,0,0
39,housemaid,married,secondary,0,42,1,0,telephone,21-31,Q3,120,1,0,0
43,management,married,secondary,0,1424,1,0,cellular,21-31,Q3,39,3,0,0
46,services,married,primary,0,860,0,0,cellular,21-31,Q3,80,1,0,0
44,services,married,secondary,0,483,1,0,telephone,21-31,Q3,87,1,0,0
32,unemployed,married,tertiary,0,1,0,0,cellular,21-31,Q3,449,2,0,0
30,blue-collar,single,secondary,0,191,0,0,cellular,21-31,Q3,66,2,0,0
31,blue-collar,single,secondary,1,-535,1,0,cellular,21-31,Q3,163,1,0,0
36,services,divorced,secondary,0,-194,0,0,cellular,21-31,Q3,83,2,0,0
33,blue-collar,single,secondary,0,0,0,0,telephone,21-31,Q3,511,1,0,0
33,admin.,single,secondary,0,-300,1,1,cellular,21-31,Q3,184,1,0,0
47,management,married,tertiary,0,7,1,0,cellular,21-31,Q3,102,5,0,0
28,management,single,tertiary,0,231,1,1,cellular,21-31,Q3,568,2,0,0
34,management,married,tertiary,0,1116,1,0,cellular,21-31,Q3,53,5,0,0
35,technician,single,tertiary,0,470,1,0,cellular,21-31,Q3,743,13,0,1
26,services,single,secondary,0,0,0,0,cellular,21-31,Q3,129,3,0,0
49,housemaid,married,secondary,0,183,0,0,cellular,21-31,Q3,206,2,0,0
51,unemployed,married,primary,0,1162,1,0,cellular,21-31,Q3,2015,1,0,1
29,services,single,secondary,0,-251,0,0,cellular,21-31,Q3,98,1,0,0
57,management,divorced,secondary,0,23,0,1,telephone,21-31,Q3,330,1,0,0
27,technician,single,secondary,0,1359,0,1,telephone,21-31,Q3,199,1,0,0
54,technician,married,secondary,0,1331,1,0,telephone,21-31,Q3,657,2,0,0
27,services,single,secondary,0,0,0,1,cellular,21-31,Q3,261,3,0,0
30,technician,single,secondary,0,1625,1,0,cellular,21-31,Q3,90,3,0,0
29,entrepreneur,single,secondary,0,158,1,0,cellular,21-31,Q3,241,2,0,0
34,blue-collar,married,primary,0,654,0,0,cellular,21-31,Q3,152,1,0,0
26,entrepreneur,married,tertiary,1,144,0,1,cellular,21-31,Q3,730,1,0,0
40,blue-collar,married,secondary,0,60,0,1,cellular,21-31,Q3,36,1,0,0
54,housemaid,married,primary,0,3304,0,1,cellular,21-31,Q3,90,7,0,0
28,services,married,secondary,0,633,0,1,cellular,21-31,Q3,95,1,0,0
40,management,married,tertiary,0,-7,0,1,telephone,21-31,Q3,697,1,0,0
36,management,married,tertiary,0,1988,1,1,cellular,21-31,Q3,102,2,0,0
33,blue-collar,divorced,secondary,0,0,0,0,cellular,21-31,Q3,374,2,0,0
59,retired,married,secondary,0,377,0,1,cellular,21-31,Q3,468,4,0,0
34,technician,married,secondary,0,0,1,0,cellular,21-31,Q3,141,3,0,0
53,retired,married,primary,0,759,1,0,telephone,21-31,Q3,702,5,0,0
55,self-employed,married,secondary,0,2387,1,0,cellular,21-31,Q3,155,4,0,0
51,management,divorced,tertiary,0,323,1,0,cellular,21-31,Q3,356,9,0,0
30,technician,single,secondary,0,1626,0,0,cellular,21-31,Q3,566,3,0,0
57,management,divorced,tertiary,0,909,1,0,cellular,21-31,Q3,147,2,0,0
51,management,married,tertiary,0,656,1,0,cellular,21-31,Q3,268,2,0,0
51,entrepreneur,married,secondary,0,2156,1,0,cellular,21-31,Q3,84,3,0,0
35,admin.,married,secondary,0,786,0,1,cellular,21-31,Q3,322,1,0,0
42,services,divorced,secondary,0,108,0,0,cellular,21-31,Q3,360,13,0,0
39,admin.,divorced,secondary,0,2903,1,1,telephone,21-31,Q3,259,2,0,0
30,management,single,tertiary,0,2,1,1,cellular,21-31,Q3,1031,8,0,1
59,housemaid,divorced,primary,1,0,0,1,cellular,21-31,Q3,1368,2,0,0
25,blue-collar,married,secondary,0,-102,0,0,cellular,21-31,Q3,466,1,0,0
51,technician,married,secondary,0,18,0,1,cellular,21-31,Q3,363,6,0,0
31,services,single,secondary,1,-21,0,1,cellular,21-31,Q3,507,1,0,0
41,admin.,married,secondary,0,1672,1,0,cellular,21-31,Q3,148,1,0,0
31,technician,married,tertiary,0,0,1,0,cellular,21-31,Q3,266,6,0,0
27,management,married,tertiary,0,159,1,0,cellular,21-31,Q3,295,2,0,0
27,blue-collar,married,secondary,0,5505,1,1,cellular,21-31,Q3,134,1,0,0
52,services,divorced,secondary,0,2455,0,0,cellular,21-31,Q3,289,1,0,0
38,admin.,married,secondary,0,689,1,0,cellular,21-31,Q3,270,1,0,0
30,admin.,single,tertiary,0,33,1,0,cellular,21-31,Q3,396,1,0,0
44,technician,single,tertiary,0,3432,1,0,cellular,21-31,Q3,72,30,0,0
32,technician,single,secondary,0,4069,1,0,cellular,21-31,Q3,273,1,0,0
44,self-employed,married,tertiary,0,233,1,1,cellular,21-31,Q3,161,7,0,0
41,blue-collar,married,secondary,0,113,0,0,cellular,21-31,Q3,92,15,0,0
34,technician,divorced,secondary,0,1301,1,0,cellular,21-31,Q3,124,2,0,0
36,entrepreneur,single,secondary,0,475,0,0,cellular,21-31,Q3,141,3,0,0
44,technician,married,secondary,0,111,1,1,cellular,21-31,Q3,356,3,0,0
30,blue-collar,married,primary,0,-68,1,0,cellular,21-31,Q3,394,2,0,0
32,blue-collar,married,primary,0,104,1,0,cellular,21-31,Q3,211,3,0,0
31,housemaid,single,secondary,0,0,1,0,cellular,21-31,Q3,293,4,0,0
32,services,single,secondary,0,441,0,1,cellular,21-31,Q3,135,2,0,0
42,blue-collar,single,primary,0,1628,1,0,cellular,21-31,Q3,590,8,0,1
50,admin.,divorced,secondary,0,797,1,0,telephone,21-31,Q3,72,8,0,0
56,management,married,tertiary,0,6475,0,0,cellular,21-31,Q3,200,3,0,0
42,housemaid,married,primary,0,1523,1,1,cellular,21-31,Q3,587,5,0,0
54,management,married,secondary,0,1134,1,0,cellular,21-31,Q3,1330,3,0,1
28,management,single,secondary,0,265,1,0,cellular,21-31,Q3,194,2,0,0
49,blue-collar,married,primary,0,1644,1,0,cellular,21-31,Q3,238,4,0,0
41,blue-collar,married,primary,0,1018,1,0,cellular,21-31,Q3,171,1,0,0
25,blue-collar,married,secondary,0,-23,1,0,cellular,21-31,Q3,936,1,0,0
32,services,married,secondary,0,0,1,0,cellular,21-31,Q3,83,10,0,0
51,blue-collar,married,primary,0,0,1,1,cellular,21-31,Q3,946,3,0,1
36,management,married,tertiary,0,909,1,1,cellular,21-31,Q3,250,3,0,0
32,services,married,secondary,0,194,1,1,cellular,21-31,Q3,150,2,0,0
27,technician,single,secondary,0,15,1,0,cellular,21-31,Q3,67,3,0,0
27,admin.,married,secondary,0,158,1,0,cellular,21-31,Q3,124,2,0,0
49,admin.,divorced,secondary,0,560,1,0,cellular,21-31,Q3,85,3,0,0
42,management,divorced,secondary,0,284,0,0,cellular,21-31,Q3,1173,4,0,0
40,admin.,divorced,secondary,0,274,1,1,cellular,21-31,Q3,53,4,0,0
46,blue-collar,married,primary,0,-160,0,1,telephone,21-31,Q3,93,11,0,0
45,blue-collar,single,primary,0,92,0,1,cellular,21-31,Q3,99,7,0,0
57,retired,divorced,primary,0,63,0,1,cellular,21-31,Q3,1448,17,0,1
31,blue-collar,married,primary,0,3,0,1,telephone,21-31,Q3,143,3,0,0
28,services,married,secondary,0,7,0,0,cellular,21-31,Q3,50,3,0,0
36,admin.,married,secondary,0,670,1,0,cellular,21-31,Q3,126,3,0,0
45,services,married,secondary,0,88,1,0,cellular,21-31,Q3,87,4,0,0
36,blue-collar,married,primary,0,345,1,0,cellular,21-31,Q3,400,2,0,0
30,management,married,tertiary,0,1221,1,0,telephone,21-31,Q3,279,4,0,1
34,blue-collar,single,secondary,0,-603,0,0,cellular,21-31,Q3,164,4,0,0
33,self-employed,married,tertiary,0,980,0,0,cellular,21-31,Q3,170,3,0,0
32,services,married,secondary,0,252,1,1,cellular,21-31,Q3,148,4,0,0
28,admin.,single,secondary,0,230,0,0,cellular,21-31,Q3,118,3,0,0
37,blue-collar,single,secondary,0,5024,0,1,cellular,21-31,Q3,661,4,0,1
46,housemaid,married,primary,0,312,1,1,cellular,21-31,Q3,137,7,0,0
30,technician,married,secondary,0,2371,1,1,cellular,21-31,Q3,237,5,0,0
58,retired,single,primary,0,999,0,0,cellular,21-31,Q3,188,6,0,0
58,entrepreneur,married,tertiary,1,0,0,1,cellular,21-31,Q3,138,4,0,0
49,entrepreneur,married,secondary,0,1147,1,1,cellular,21-31,Q3,96,3,0,0
46,blue-collar,married,primary,0,-271,1,0,cellular,21-31,Q3,65,2,0,0
33,technician,married,secondary,0,-74,1,0,cellular,21-31,Q3,198,4,0,0
37,management,married,tertiary,0,-70,1,0,cellular,21-31,Q3,386,2,0,0
38,admin.,married,primary,0,0,1,1,telephone,21-31,Q3,163,5,0,0
44,management,married,tertiary,0,446,0,0,cellular,21-31,Q3,63,12,0,0
34,entrepreneur,single,secondary,1,-200,0,1,cellular,21-31,Q3,248,5,0,0
37,blue-collar,married,secondary,0,236,0,0,cellular,21-31,Q3,438,6,0,0
40,management,divorced,tertiary,0,96,1,0,cellular,21-31,Q3,188,14,0,0
28,admin.,single,secondary,0,649,1,0,cellular,21-31,Q3,481,3,0,0
39,technician,married,secondary,0,10685,1,0,cellular,21-31,Q3,1369,9,0,1
35,technician,married,tertiary,0,1629,0,0,cellular,21-31,Q3,653,4,0,1
38,blue-collar,married,primary,0,406,1,0,cellular,21-31,Q3,460,5,0,0
41,blue-collar,married,secondary,0,1915,1,0,cellular,21-31,Q3,245,4,0,0
27,technician,single,secondary,0,-646,1,0,cellular,21-31,Q3,135,8,0,0
35,management,married,tertiary,0,972,1,1,cellular,21-31,Q3,23,16,0,0
26,blue-collar,married,primary,0,133,0,1,cellular,21-31,Q3,57,3,0,0
60,retired,married,secondary,0,90,1,0,cellular,21-31,Q3,41,3,0,0
58,admin.,married,secondary,0,2,1,1,telephone,21-31,Q3,282,9,0,0
31,management,married,tertiary,0,1215,0,0,cellular,21-31,Q3,80,2,0,0
26,services,divorced,primary,1,2,1,1,cellular,21-31,Q3,22,16,0,0
30,services,divorced,secondary,0,704,1,0,cellular,21-31,Q3,524,10,0,0
31,entrepreneur,divorced,tertiary,0,1767,0,0,telephone,21-31,Q3,395,6,0,0
27,management,married,tertiary,0,9630,1,0,cellular,21-31,Q3,190,4,0,0
33,blue-collar,married,secondary,0,-77,1,0,cellular,21-31,Q3,151,3,0,0
45,technician,single,secondary,0,586,0,1,cellular,21-31,Q3,32,3,0,0
44,services,married,secondary,0,908,1,1,cellular,21-31,Q3,102,7,0,0
30,blue-collar,single,secondary,0,363,0,0,cellular,21-31,Q3,171,3,0,0
31,entrepreneur,married,tertiary,0,5156,1,0,cellular,21-31,Q3,147,3,0,0
36,services,divorced,tertiary,0,58,1,0,cellular,21-31,Q3,29,13,0,0
55,blue-collar,divorced,secondary,0,496,0,1,cellular,21-31,Q3,93,4,0,0
45,entrepreneur,divorced,primary,0,888,1,0,telephone,21-31,Q3,63,6,0,0
58,retired,married,primary,0,282,1,0,cellular,21-31,Q3,40,4,0,0
30,technician,single,tertiary,0,190,1,0,cellular,21-31,Q3,33,3,0,0
34,technician,single,tertiary,0,2047,1,0,cellular,21-31,Q3,57,5,0,0
35,technician,single,tertiary,0,670,1,0,cellular,21-31,Q3,177,18,0,0
31,management,single,tertiary,0,949,1,0,cellular,21-31,Q3,52,7,0,0
26,blue-collar,married,primary,0,40,0,1,cellular,21-31,Q3,49,3,0,0
31,technician,married,tertiary,0,19,1,0,cellular,21-31,Q3,243,31,0,0
51,entrepreneur,married,secondary,1,-2082,0,1,cellular,21-31,Q3,123,6,0,0
29,management,single,tertiary,0,2063,0,0,cellular,21-31,Q3,44,3,0,0
52,management,single,tertiary,0,4,0,1,cellular,21-31,Q3,30,9,0,0
56,technician,married,secondary,0,4063,0,1,telephone,21-31,Q3,31,4,0,0
40,management,married,tertiary,0,0,1,0,cellular,21-31,Q3,52,11,0,0
39,management,single,tertiary,0,26,1,0,cellular,21-31,Q3,110,18,0,0
56,management,married,tertiary,0,-1493,0,1,cellular,21-31,Q3,119,4,0,0
38,services,married,primary,0,0,0,0,cellular,21-31,Q3,33,3,0,0
35,admin.,single,secondary,0,-16,0,1,cellular,21-31,Q3,108,3,0,0
37,management,married,tertiary,0,0,1,0,telephone,21-31,Q3,62,8,0,0
47,blue-collar,divorced,primary,1,0,1,0,cellular,21-31,Q3,327,3,0,0
58,technician,divorced,secondary,0,-147,1,1,cellular,21-31,Q3,95,3,0,0
60,retired,single,secondary,0,74,1,0,telephone,21-31,Q3,29,8,0,0
37,blue-collar,married,secondary,0,965,1,0,cellular,21-31,Q3,119,4,0,0
57,admin.,single,secondary,0,0,0,0,cellular,21-31,Q3,261,4,0,0
27,services,married,secondary,0,0,1,0,cellular,21-31,Q3,334,8,0,0
42,blue-collar,married,secondary,0,-128,0,1,cellular,21-31,Q3,180,4,0,0
32,services,married,secondary,0,0,1,0,cellular,21-31,Q3,36,5,0,0
39,management,single,tertiary,0,168,0,0,cellular,21-31,Q3,56,9,0,0
53,services,married,primary,0,-166,0,1,cellular,21-31,Q3,70,4,0,0
33,management,married,tertiary,0,349,1,1,cellular,21-31,Q3,62,3,0,0
42,blue-collar,married,primary,0,7041,1,0,cellular,21-31,Q3,386,4,0,0
34,services,single,secondary,0,215,0,0,cellular,21-31,Q3,56,5,0,0
48,management,married,secondary,0,268,1,0,cellular,21-31,Q3,458,7,0,1
25,technician,single,secondary,0,616,0,1,cellular,21-31,Q3,117,4,0,0
49,services,married,secondary,0,220,1,0,cellular,21-31,Q3,93,11,0,0
55,entrepreneur,married,secondary,0,814,0,1,cellular,21-31,Q3,69,12,0,0
28,management,married,tertiary,1,84,0,1,cellular,21-31,Q3,48,21,0,0
45,admin.,divorced,tertiary,0,1506,0,0,cellular,21-31,Q3,365,4,0,1
30,services,married,primary,0,997,1,0,cellular,21-31,Q3,76,3,0,0
46,services,married,secondary,0,53,0,1,cellular,21-31,Q3,31,3,0,0
27,technician,married,secondary,0,0,1,0,cellular,21-31,Q3,55,6,0,0
25,management,single,tertiary,0,155,1,0,telephone,21-31,Q3,193,3,0,0
30,management,married,tertiary,0,1235,1,0,cellular,21-31,Q3,104,3,0,0
31,management,married,tertiary,0,0,1,1,cellular,21-31,Q3,664,8,0,1
50,services,married,secondary,0,0,1,0,cellular,21-31,Q3,88,3,0,0
25,student,single,tertiary,0,-380,0,0,cellular,21-31,Q3,108,4,0,0
59,retired,married,primary,0,0,1,0,cellular,21-31,Q3,20,4,0,0
36,technician,married,secondary,0,-90,1,0,cellular,21-31,Q3,110,3,0,0
33,entrepreneur,married,tertiary,0,114,0,1,cellular,21-31,Q3,57,3,0,0
28,services,single,secondary,0,1136,0,0,cellular,21-31,Q3,89,3,0,0
44,admin.,married,primary,0,-92,0,1,cellular,21-31,Q3,526,5,0,0
31,management,single,tertiary,0,0,1,0,cellular,21-31,Q3,117,3,0,0
35,self-employed,married,secondary,0,5613,1,0,cellular,21-31,Q3,699,3,0,1
27,management,single,tertiary,0,72,1,0,cellular,21-31,Q3,131,7,0,0
44,technician,divorced,secondary,0,0,1,0,cellular,21-31,Q3,463,2,0,0
52,blue-collar,married,primary,0,4711,1,0,cellular,21-31,Q3,228,2,0,0
46,admin.,married,secondary,0,31,1,1,telephone,21-31,Q3,302,2,0,0
33,technician,married,secondary,0,181,1,1,telephone,21-31,Q3,265,2,0,0
38,technician,divorced,tertiary,0,465,0,1,cellular,21-31,Q3,30,3,0,0
34,admin.,single,secondary,0,79,1,0,cellular,21-31,Q3,219,3,0,0
43,services,married,secondary,0,1220,0,0,cellular,21-31,Q3,307,2,0,0
58,management,single,tertiary,0,331,0,1,cellular,21-31,Q3,82,3,0,0
32,management,single,tertiary,0,15561,1,0,cellular,21-31,Q3,151,3,0,0
